PRODUCT_NAME,CATEGORY_NAME,DESCRIPTION,PRICE,DISCOUNT,IN_STORE_LOCATION
Designed 2 Move High-Rise 3-Stripes 7/8 Sport Tights (Plus Size),Clothing,"Hit the training floor hard with these adidas sport tights. From kickboxing to yoga, AEROREADY provides cool and dry comfort. Secure your phone in the interior pocket to keep the hype music going while you work out. A high waist lets you mix and match them into your wardrobe. 

This product is made with Primegreen, a series of high-performance recycled materials.",26,17.0,"Aisle 22, Shelf 4"
Aeroknit Designed 2 Move Sport Seamless Tee,Clothing,"Show up for yourself in this adidas t-shirt, just as it shows up for you. The seamless style allows you to move freely, with precisely placed knit panels designed for a full range of motion. And the moisture-absorbing Aeroknit keeps you dry and comfortable. Go ahead and take it to the next level. This tee is ready for it.

This product is made with Primegreen, a series of high-performance recycled materials.",24,6.0,"Aisle 22, Shelf 5"
adidas Designed 2 Move AEROREADY Dance 7/8 Tights,Clothing,"Leg day or a playdate in the dance studio. No matter what today's routine calls for, these adidas tights can handle it. The high-rise waist supports your core and won't roll down when you rock it out. AEROREADY keeps you feeling dry whether you burpee or bee-bop your way through your workout.

This product is made with Primegreen, a series of high-performance recycled materials.",32,13.0,"Aisle 22, Shelf 6"
Aeroknit Designed 2 Move Sport Seamless Long Sleeve Tee,Clothing,"Some days the weather is just too good to not take your workout outside. When that perfect crisp breeze that balances out the heat you're building comes along, this adidas t-shirt steps up. It keeps you moving comfortably, thanks to the seamless design and raglan sleeves. The moisture-absorbing Aeroknit keeps you dry and comfortable. And for those other days inside, name a better thing to keep your muscles warm than a sleek long sleeve tee. 

This product is made with Primegreen, a series of high-performance recycled materials.",28,7.0,"Aisle 22, Shelf 7"
adidas Designed 2 Move AEROREADY Cropped Tee,Clothing,"Reach for that last bit of length in barre class in this adidas long sleeve cropped t-shirt. Sleeves with thumb openings keep everything in place. When the port de bras start to pile up, AEROREADY keeps you dry so you can focus on your form.

This product is made with Primegreen, a series of high-performance recycled materials.",25,10.0,"Aisle 22, Shelf 8"
SH3.RO Tankini Bottoms (Plus Size),Clothing,"Run, splash, swim, repeat. Mix it up at the beach in these versatile swim bottoms from adidas. They're made of soft, chlorine-resistant fabric with a power mesh lining that hugs you in for a flattering fit. 

This garment is made of chlorine-resistant fabric that features ECONYL® regenerated yarn.",28,7.0,"Aisle 22, Shelf 9"
4D Fusio Shoes,Shoes,"Life moves quickly. We can't predict the future, but we can stride toward it confidently. Lace into these running-inspired shoes and start the journey. Their digitally printed adidas 4D midsole is precision crafted with light, oxygen and liquid resin for controlled energy return. An adidas Primeknit upper adds foot-hugging comfort for the ride. The future is now.",180,20.0,"Aisle 20, Shelf 6"
FARM Rio AEROREADY 3-Stripes Print Sports Crop Top,Clothing,"Comfort and style go hand in hand in this adidas sports top, thanks to the FARM Rio graphic and cropped cut. Moisture-managing AEROREADY keeps you dry when your day starts getting active. The racerback lets you move, free and easy.",24,6.0,"Aisle 22, Shelf 10"
Brand Love Slanted Logo Boyfriend Tee,Clothing,No one sees the world quite like you do. This adidas t-shirt lets you put your own slant on sporty style. Soft cotton jersey doesn't skimp on comfort. It's cut loose for a modern fit. An adidas Badge of Sport logo tilted on its side will pop in your next dance video.,23,5.0,"Aisle 22, Shelf 11"
Essentials Loose 3-Stripes Cropped Tee,Clothing,"A fresh fit and look that was clearly inspired by the classics. With those iconic 3-Stripes down the sleeves and an adidas Badge of Sport over the heart, this cropped t-shirt is ready to slide into your everyday scene. 

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",20,5.0,"Aisle 22, Shelf 12"
Terrex Hydroterra Shandal Water Shoes,Shoes,"High and low, wet and dry. Summer fun knows no boundary. The kids' adidas Terrex Hydroterra Shandal Water Shoes keep your options open. Wade through the water and run down the trail. A collapsible heel allows little hands to easily slip them on and off.",42,18.0,"Aisle 20, Shelf 7"
Parley Shorts,Clothing,"It doesn't matter what you're doing, you show up. For yourself. For others. For the earth. That's why you're here, right? Because these adidas x Parley shorts feature Primeblue made with Parley Ocean Plastic. So in the sleek, sporty build, whatever you're doing, you're not just feeling good but doing good too.

This product features Parley Ocean Plastic, upcycled plastic waste intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our oceans.",40,10.0,"Aisle 22, Shelf 13"
Logo Play Tee,Clothing,"More Trefoils, please. Because you can never have too much of a good thing, this adidas t-shirt reps the adidas icon as a trio. That means triple the brand pride and triple the fun. Show them off in bright colors as you revel in the delightful feel of soft cotton. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",27,3.0,"Aisle 22, Shelf 14"
adidas Sportswear Seasonals Stadium Sweatshirt,Clothing,"Let's be honest, there's never a bad time for comfort. Chilling with friends or exploring the city, stay cozy and looking fresh in this loose-fitting adidas sweatshirt. Cotton French terry feels soft against the skin, and elongated cuffs keep out the evening breeze if you end up staying out later than expected. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",42,18.0,"Aisle 22, Shelf 15"
Special 21 Shoes,Shoes,"Looking to accelerate your style? Lace up in these adidas Special 21 Shoes and celebrate the power of boundary-breaking female athletes of the '80s. Inspired by the archival track and field silhouettes they wore, these sleek runners have a retro look with a modern twist. A slimmed-down version of the recognizable triangular outsole clip honors the past while still looking chic on the streets.",40,40.0,"Aisle 20, Shelf 8"
adidas Sportswear Seasonals Stadium Hooded Track Jacket (Plus Size),Clothing,"Dial in your wardrobe staples so you can focus on what matters most. Getting to the studio, relaxing after it or just kicking back and catching up with friends. Casual and comfortable, this adidas hooded track top is a go-to every time. French terry fabric feels soft against your skin.",56,14.0,"Aisle 23, Shelf 1"
Adicolor Classics Ripstop Shorts,Clothing,"You've seen them on the track, the field and the tennis court. The 3-Stripes have been hanging out on sunny days for decades. Wear them on these adidas shorts and enjoy lightweight, breezy fabric as you make your own sunny-weather moves. No athleticism required. Park walks and ice cream? That's more like it. 

This product is made with Primegreen, a series of high-performance recycled materials.",32,8.0,"Aisle 23, Shelf 2"
3-Stripes Training Tee (Plus Size),Clothing,"Nearly light as air. This adidas training t-shirt is a simple tee for anyone who likes a barely-there feel. The fabric is not only ultralight, but semi-sheer. AEROREADY wicks moisture so you stay focused on the workout.",24,6.0,"Aisle 23, Shelf 3"
Elevate Yoga Flow 7/8 Tights,Clothing,"Follow your breath to a place where your mind and body work in unison. Brushed fabric gives these adidas training tights a soft touch for comfort as you flow through your yoga practice. A hugged-in fit feels supportive in arm balances and inversions.

This product is made with Primegreen, a series of high-performance recycled materials.",72,18.0,"Aisle 23, Shelf 4"
AEROREADY Breathable Sport Tank Top,Clothing,"Be the motivator. Slide on this adidas training tank top for cardio classes or strength days. It's made of stretchy fabric with AEROREADY technology that absorbs moisture to keep you feeling fresh. The wide straps cross in the back, so the top stays put while you row and plank.",23,5.0,"Aisle 23, Shelf 5"
Adicolor Classics Collegiate Tight Tee,Clothing,"Make no mistake. Just because this adidas t-shirt checks all the boxes for basic doesn't mean it's not versatile too. With this minimalist sporty tee, the options are endless. It hugs the body with a tight fit, which is perfect for pairing it with something voluminous. Even if that just means oversize sweat pants at home.

By buying cotton products from us, you're supporting more sustainable cotton farming.",28,7.0,"Aisle 23, Shelf 6"
AEROREADY Breathable 3-Stripes Long Sleeve Tee,Clothing,"Go from crushing your workout to chilling with friends. This adidas 3-Stripes t-shirt helps you do it all. An airy, breathable feel and moisture-absorbing AEROREADY keep you dry and comfortable when you turn up the heat on your training session. Ruching in the front adds a dose of style. 

This product is made with Primegreen, a series of high-performance recycled materials.",28,7.0,"Aisle 23, Shelf 7"
Soft Floral Box Graphic Tank Top,Clothing,"Go ahead. Indulge in the sweet side of life. Blooming flowers, pretty colors and the delightfully soft cotton of this adidas tank top. Whatever you've got on the agenda, casual comfort ensures feel-good vibes through it all.

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 23, Shelf 8"
